0.718007	-0.468113	-0.541653
0.706486	-0.330874	-0.528656
0.69753	-0.254743	-0.519413
0.713705	-0.240168	-0.548882
0.697974	-0.102392	-0.523765
0.712757	-0.150914	-0.549488
0.694767	-0.0490972	-0.525201
0.713425	-0.051374	-0.552465
0.697868	0.035619	-0.530032
0.713509	0.0457387	-0.552403
0.697136	0.161885	-0.53162
0.708446	0.154678	-0.548467
0.689804	0.249573	-0.530684
0.704697	0.2454	-0.553297
0.698823	0.30335	-0.536678
0.722746	0.345881	-0.56197
0.695715	0.430532	-0.506988
0.717897	0.4206	-0.549694
0.698838	-0.527716	-0.404236
0.710482	-0.528946	-0.44144
0.681042	0.426724	-0.448643
0.690975	-0.525867	-0.344427
0.700725	-0.5279	-0.382323
0.666716	0.425909	-0.346842
0.685295	-0.526001	-0.252268
0.658555	0.426286	-0.248949
0.678257	-0.52584	-0.147809
0.656426	0.428823	-0.152432
0.677076	-0.525662	-0.0692451
0.655759	0.427826	-0.0444473
0.660027	0.431861	0.03143
0.694844	-0.527755	0.167481
0.729094	-0.415706	0.193989
0.721641	-0.368174	0.191126
0.724827	-0.226595	0.19478
0.720215	-0.154222	0.19409
0.714376	-0.085103	0.195177
0.711945	0.0667818	0.193444
0.713758	0.157494	0.195871
0.711448	0.256412	0.194906
0.693228	0.322929	0.195108
0.703664	0.304672	0.194511
0.665011	0.434204	0.157596
0.695655	-0.525054	0.215776
0.734768	-0.445324	0.247085
0.724677	-0.382829	0.203502
0.730186	-0.231543	0.252813
0.727199	-0.151863	0.248664
0.726145	-0.0501025	0.249713
0.726202	0.0511906	0.245656
0.724569	0.146644	0.259755
0.717852	0.255979	0.250973
0.697135	0.338837	0.212658
0.712791	0.335934	0.256188
0.677405	0.43434	0.245414
0.716384	-0.526851	0.340398
0.754749	-0.458529	0.342828
0.747539	-0.231364	0.345643
0.750665	-0.154345	0.342053
0.745609	-0.0454822	0.325695
0.744803	0.0617202	0.346314
0.735598	0.147574	0.32991
0.729063	0.256854	0.338748
0.729187	0.339524	0.349362
0.692453	0.435416	0.330405
0.703213	0.435844	0.381453
0.740921	-0.530047	0.445162
0.774965	-0.466519	0.449712
0.775779	-0.302171	0.450513
0.768915	-0.249886	0.448214
0.775275	-0.159667	0.465388
0.772381	-0.0549801	0.462164
0.766373	0.0276203	0.454874
0.754002	0.170691	0.444048
0.74979	0.270554	0.417821
0.747529	0.338338	0.440398
0.715667	0.43469	0.458623
0.759656	-0.527474	0.55161
0.790366	-0.437841	0.540087
0.800365	-0.409835	0.565202
0.794463	-0.34017	0.551022
0.802576	-0.342972	0.567788
0.792381	-0.248245	0.550452
0.802441	-0.274729	0.565397
0.788469	-0.149495	0.553166
0.800562	-0.141047	0.597112
0.785039	-0.0516837	0.553956
0.783288	0.0363371	0.563237
0.775207	0.146219	0.584418
0.774716	0.247339	0.584936
0.765948	0.351512	0.551967
0.734984	0.434699	0.54777
0.776125	-0.526458	0.618137
0.759897	-0.437514	0.626178
0.778594	-0.346759	0.644105
0.810898	-0.323236	0.605681
0.771712	-0.252975	0.638643
0.803465	-0.266352	0.602572
0.777764	-0.148128	0.646439
0.800544	-0.157384	0.603023
0.775878	-0.0472761	0.648131
0.800253	-0.0920691	0.604967
0.768531	0.0321214	0.642246
0.76128	0.286477	0.650518
0.761968	0.35466	0.657493
0.765369	0.421353	0.660405
