0.699539	-0.351234	-0.514317
0.704533	-0.330892	-0.50941
0.694668	-0.236869	-0.506919
0.706052	-0.254308	-0.511695
0.696159	-0.142795	-0.508478
0.704245	-0.15467	-0.513432
0.688639	-0.0499412	-0.505886
0.703882	-0.0476461	-0.51373
0.68833	0.0162038	-0.506083
0.712051	0.0306926	-0.51697
0.691079	0.170753	-0.508308
0.704551	0.173119	-0.515981
0.683872	0.256853	-0.506331
0.701206	0.239113	-0.515914
0.697203	0.357279	-0.503717
0.735082	0.350971	-0.535498
0.695979	0.410927	-0.503954
0.73933	0.414131	-0.549185
0.698908	-0.506851	-0.403979
0.712982	-0.509478	-0.434979
0.69753	-0.45905	-0.40681
0.707114	-0.471544	-0.427121
0.696645	-0.354738	-0.451874
0.705181	-0.3352	-0.449063
0.690442	-0.234616	-0.442954
0.704442	-0.261312	-0.467375
0.690974	-0.149814	-0.447145
0.705144	-0.161527	-0.45592
0.690404	-0.050281	-0.449185
0.702643	-0.0389085	-0.453386
0.68667	0.0268706	-0.434371
0.705008	0.017309	-0.479226
0.682194	0.162814	-0.446393
0.701304	0.158891	-0.459207
0.681772	0.248584	-0.45074
0.700823	0.261594	-0.479259
0.678419	0.348888	-0.446592
0.701439	0.330789	-0.497659
0.678807	0.408388	-0.452428
0.690378	-0.507001	-0.351774
0.690488	-0.4545	-0.344552
0.704164	-0.416379	-0.381231
0.685835	-0.345933	-0.344836
0.703678	-0.375732	-0.381908
0.682266	-0.243658	-0.350199
0.701318	-0.298349	-0.398868
0.681075	-0.149679	-0.349003
0.700841	-0.165502	-0.385148
0.679052	-0.0522543	-0.348709
0.701615	-0.0561393	-0.395827
0.679382	0.0498393	-0.349444
0.673679	0.147812	-0.352689
0.664171	0.250458	-0.348993
0.665736	0.348614	-0.349105
0.663152	0.40712	-0.348175
0.687966	-0.508717	-0.249403
0.686732	-0.450207	-0.250537
0.676457	-0.349459	-0.247932
0.676503	-0.243957	-0.250218
0.673885	-0.151888	-0.249164
0.672969	-0.0478621	-0.249448
0.669935	0.0483441	-0.251599
0.668345	0.145626	-0.251298
0.66108	0.248317	-0.250242
0.661713	0.350782	-0.251043
0.656939	0.409328	-0.251147
0.676823	-0.508214	-0.148613
0.678616	-0.449892	-0.150222
0.676833	-0.349784	-0.15139
0.669803	-0.246845	-0.151945
0.669248	-0.150969	-0.148183
0.667781	-0.0485136	-0.148851
0.663181	0.0470532	-0.150953
0.660208	0.146124	-0.150558
0.656324	0.249593	-0.150105
0.653905	0.350501	-0.149697
0.651001	0.408587	-0.147554
0.677757	-0.508706	-0.049286
0.680561	-0.455262	-0.0534811
0.713471	-0.420268	-0.0114387
0.678242	-0.345013	-0.047294
0.702167	-0.393406	-0.0080934
0.671492	-0.250153	-0.0433315
0.669479	-0.150758	-0.0483369
0.666153	-0.0522906	-0.0486874
0.663377	0.0497522	-0.045089
0.660871	0.148689	-0.0434006
0.659582	0.251535	-0.0415755
0.657032	0.350934	-0.0422629
0.652176	0.409898	-0.0430905
0.687414	-0.507057	0.0616435
0.689817	-0.460212	0.0465908
0.708801	-0.419327	0.0471591
0.689147	-0.344672	0.0477417
0.705046	-0.384663	0.0634867
0.67931	-0.246751	0.0484271
0.675346	-0.151396	0.0496291
0.672544	-0.0482495	0.0479316
0.670736	0.0489408	0.0486798
0.670723	0.150856	0.048008
0.670234	0.247074	0.0466056
0.669804	0.354862	0.046228
0.658698	0.412537	0.0486851
0.694421	-0.511774	0.141416
0.710778	-0.507372	0.171407
0.693508	-0.462094	0.121681
0.718985	-0.451345	0.158491
0.695384	-0.335137	0.113771
0.71151	-0.369844	0.13648
0.688308	-0.235447	0.119373
0.724302	-0.242386	0.178809
0.682407	-0.150766	0.127047
0.717867	-0.159669	0.179222
0.677851	-0.0497029	0.127317
0.716597	-0.019426	0.171334
0.679585	0.0496374	0.121759
0.713663	0.0575958	0.170876
0.680324	0.152814	0.129516
0.708308	0.142493	0.167679
0.676511	0.243131	0.130791
0.705983	0.218442	0.177731
0.674847	0.352848	0.148631
0.700996	0.354611	0.171871
0.668273	0.417914	0.15855
0.700959	0.407724	0.162259
0.69683	-0.515511	0.228984
0.714963	-0.512814	0.244427
0.723104	-0.484082	0.251966
0.684894	0.386699	0.221343
0.707474	0.3877	0.267828
0.683471	0.414577	0.250934
0.704184	0.404191	0.287816
0.727807	-0.513368	0.352359
0.736483	-0.483665	0.347474
0.718806	0.38961	0.351264
0.693114	0.421994	0.323181
0.708356	0.41446	0.356155
0.748356	-0.51183	0.454254
0.763432	-0.488645	0.448415
0.740515	0.390922	0.443861
0.733638	0.416484	0.454263
0.761039	-0.510914	0.547165
0.774572	-0.469946	0.559632
0.791355	-0.352193	0.591805
0.795961	-0.263413	0.594562
0.80049	-0.232113	0.598564
0.784994	-0.143026	0.592845
0.776266	-0.0454537	0.592452
0.678264	0.0707766	0.550377
0.750686	0.0514034	0.586738
0.668946	0.147707	0.543802
0.744575	0.155262	0.581218
0.689367	0.222478	0.562164
0.744734	0.246331	0.584031
0.765352	0.362224	0.574518
0.750869	0.41531	0.54405
0.773592	-0.509177	0.612944
0.772499	-0.442268	0.608895
0.789153	-0.342064	0.622204
0.808691	-0.347617	0.624003
0.786224	-0.25112	0.621128
0.801625	-0.25499	0.608139
0.784125	-0.148222	0.622907
0.80161	-0.186111	0.627278
0.779974	-0.0501574	0.621627
0.801083	-0.0813445	0.616947
0.77886	0.0461	0.615645
0.768238	0.150002	0.610877
0.762858	0.250086	0.611774
0.771504	0.350708	0.625123
0.803046	0.338839	0.6649
0.767866	0.417946	0.62741
